List of Designated Securities Eligible for Short Selling,
Effective date : 11/09/2026,
Note : Delisted securities excluded,

No.,Stock Code,Stock Short Name,Currency,Type,Exempt from Tick Rule,Remarks
1021,9173,PP CN NEWECON-U,USD,TRST,YES,,
1022,9176,A TK USD MM-U,USD,TRST,YES,,
1023,9177,PP CGBOND HDG-U,USD,TRST,YES,,
1024,9179,HGI ETH-U,USD,TRST,YES,,
1025,9181,PREMIAASIATEC-U,USD,TRST,YES,,
1026,9187,SAMSUNG REITS-U,USD,TRST,YES,,
1027,9188,CAM CSI300-U,USD,TRST,YES,,
1028,9191,GX CN SEMICON-U,USD,TRST,YES,,
1029,9195,HS S&P500-U,USD,TRST,YES,,
1030,9196,A BOS USD MM-U,USD,TRST,YES,,
1031,9311,XI2CSOPCOIN-U,USD,TRST,YES,,
1032,9366,XI2CSOPTSLA-U,USD,TRST,YES,,
1033,9388,XI2CSOPNVDA-U,USD,TRST,YES,,
1034,9399,XI2CSOPMSTR-U,USD,TRST,YES,,
1035,9403,CAM HSI ESG-U,USD,TRST,YES,,
1036,9404,CAM MSCIINDIA-U,USD,TRST,YES,,
1037,9406,PA TECHSELECT-U,USD,TRST,YES,,
1038,9411,PP ASIA IGUSD-U,USD,TRST,YES,,
1039,9415,A GXS&P500CC-U,USD,TRST,,,
1040,9416,A GX HSCEICC-U,USD,TRST,,,
1041,9418,CAM DIGI GOLD-U,USD,TRST,YES,,
1042,9425,MBC ETH-U,USD,TRST,YES,,
1043,9428,GX CL HK-US-U,USD,TRST,YES,,
1044,9430,MBC BTC-U,USD,TRST,YES,,
1045,9434,EFUND DIGITAL-U,USD,TRST,YES,,
1046,9437,BOS CSOE HIDV-U,USD,TRST,YES,,
1047,9439,HGI BTC-U,USD,TRST,YES,,
1048,9440,GX 0-3M UST-U,USD,TRST,YES,,
1049,9446,CAM 20 UST A-U,USD,TRST,YES,,
1050,9450,GX 3-5Y UST-U,USD,TRST,YES,,
1051,9451,A GXNASDAQCC-U,USD,TRST,,,
1052,9455,INVESCO QQQ-U,USD,TRST,YES,,
1053,9460,CAM SOL-U,USD,TRST,YES,,
1054,9472,A CAM USDTMMF-U,USD,TRST,YES,,
1055,9477,PA EW SELECT-U,USD,TRST,YES,,
1056,9478,PPKSA G SUKUK-U,USD,TRST,YES,,
1057,9480,A VP USD MM-U,USD,TRST,YES,,
1058,9483,EFUND APAC HD-U,USD,TRST,YES,,
1059,9489,EFUND AI-U,USD,TRST,YES,,
1060,9606,DUALITYBIO-B,HKD,EQTY,,,
1061,9618,JD-SW,HKD,EQTY,,,
1062,9626,BILIBILI-W,HKD,EQTY,,,
1063,9633,NONGFU SPRING,HKD,EQTY,,,
1064,9636,JF SMARTINVEST,HKD,EQTY,,,
1065,9638,FERRETTI,HKD,EQTY,,,
1066,9658,SUPER HI,HKD,EQTY,,,
1067,9660,HORIZONROBOT-W,HKD,EQTY,,,
1068,9668,CBHB,HKD,EQTY,,,
1069,9669,BEISEN HOLDING,HKD,EQTY,,,
1070,9676,SHIYUE DAOTIAN,HKD,EQTY,,,
1071,9678,UNISOUND,HKD,EQTY,,,
1072,9688,ZAI LAB,HKD,EQTY,,,
1073,9690,TUHU-W,HKD,EQTY,,,
1074,9696,TIANQI LITHIUM,HKD,EQTY,,,
1075,9698,GDS-SW,HKD,EQTY,,,
1076,9699,SF INTRA-CITY,HKD,EQTY,,,
1077,9711,XL2CSOPCOIN-U,USD,TRST,YES,,
1078,9747,XL2CSOPSMSN-U,USD,TRST,YES,,
1079,9766,XL2CSOPTSLA-U,USD,TRST,YES,,
1080,9777,XL2CSOPBRKB-U,USD,TRST,YES,,
1081,9788,XL2CSOPNVDA-U,USD,TRST,YES,,
1082,9799,XL2CSOPMSTR-U,USD,TRST,YES,,
1083,9801,ISHARES CHINA-U,USD,TRST,YES,,
1084,9803,PP BEDROCK-U,USD,TRST,YES,,
1085,9804,PREMIA VIET-U,USD,TRST,YES,,
1086,9805,CG BS CNASEAN-U,USD,TRST,YES,,
1087,9806,GX CN CONSUME-U,USD,TRST,YES,,
1088,9807,GX CN ROBO&AI-U,USD,TRST,YES,,
1089,9809,GX CN CLN EN-U,USD,TRST,YES,,
1090,9810,PREMIAEMASEAN-U,USD,TRST,YES,,
1091,9812,SAMSUNGCDGN-U,USD,TRST,YES,,
1092,9814,SAMSUNG FANG-U,USD,TRST,YES,,
1093,9817,PP CGBOND-U,USD,TRST,YES,,
1094,9820,GX CN BIOTECH-U,USD,TRST,YES,,
1095,9824,EFUND GOLD MI-U,USD,TRST,YES,,
1096,9826,GX CN CLOUD-U,USD,TRST,YES,,
1097,9829,ISHARESCGB-U,USD,TRST,YES,,
1098,9834,ISHARESND100-U,USD,TRST,YES,,
1099,9836,ISHARES INDIA-U,USD,TRST,YES,,
1100,9839,CAM MSCI A50-U,USD,TRST,YES,,
1101,9840,SPDR GOLD TRT-U,USD,TRST,YES,,
1102,9845,GX CN EV BATT-U,USD,TRST,YES,,
1103,9846,ISHARESCSI300-U,USD,TRST,YES,,
1104,9858,YOURAN DAIRY,HKD,EQTY,,,
1105,9860,ADICON HOLDINGS,HKD,EQTY,,,
1106,9863,LEAPMOTOR,HKD,EQTY,,,
1107,9866,NIO-SW,HKD,EQTY,,,
1108,9868,XPENG-W,HKD,EQTY,,,
1109,9877,JENSCARE-B,HKD,EQTY,,,
1110,9878,HUITONGDA NET,HKD,EQTY,,Add,
1111,9880,UBTECH ROBOTICS,HKD,EQTY,,,
1112,9885,YSB,HKD,EQTY,,,
1113,9887,LEADS BIOLABS-B,HKD,EQTY,,,
1114,9888,BIDU-W,HKD,EQTY,,,
1115,9889,DRCB,HKD,EQTY,,,
1116,9890,TANWAN,HKD,EQTY,,,
1117,9893,PIZU GROUP,HKD,EQTY,,Add,
1118,9896,MNSO,HKD,EQTY,,,
1119,9898,WB-SW,HKD,EQTY,,,
1120,9899,NETEASE MUSIC,HKD,EQTY,,,
1121,9900,ZCLOUD TECH CON,HKD,EQTY,,,
1122,9901,NEW ORIENTAL-S,HKD,EQTY,,,
1123,9903,ILUVATAR COREX,HKD,EQTY,,,
1124,9911,NEWBORNTOWN,HKD,EQTY,,,
1125,9923,YEAHKA,HKD,EQTY,,,
1126,9926,AKESO,HKD,EQTY,,,
1127,9927,SERES,HKD,EQTY,,,
1128,9930,HORIZON CD,HKD,EQTY,,,
1129,9936,XIMEI RESOURCES,HKD,EQTY,,Add,
1130,9959,LINKLOGIS-W,HKD,EQTY,,,
1131,9961,TRIP.COM-S,HKD,EQTY,,,
1132,9966,ALPHAMAB-B,HKD,EQTY,,,
1133,9969,INNOCARE,HKD,EQTY,,,
1134,9973,CHERY AUTO,HKD,EQTY,,,
1135,9979,GREENTOWN MGMT,HKD,EQTY,,,
1136,9980,EASTROC,HKD,EQTY,,,
1137,9985,WL DELICIOUS,HKD,EQTY,,,
1138,9987,YUM CHINA,HKD,EQTY,,,
1139,9988,BABA-W,HKD,EQTY,,,
1140,9992,POP MART,HKD,EQTY,,,
1141,9993,RADIANCE HLDGS,HKD,EQTY,,,
1142,9995,REMEGEN,HKD,EQTY,,,
1143,9996,PEIJIA-B,HKD,EQTY,,,
1144,9999,NTES,HKD,EQTY,,,
1145,41533,XA GX GOLD CC-U,USD,TRST,YES,,
1146,41555,AGX HSDIV ENH-U,USD,TRST,,,
1147,80016,SHK PPT-R,CNY,EQTY,,,
1148,80020,SENSETIME-WR,CNY,EQTY,,,
1149,80175,GEELY AUTO-R,CNY,EQTY,,,
1150,80291,CHINARES BEER-R,CNY,EQTY,,,
1151,80388,HKEX-R,CNY,EQTY,,,
1152,80700,TENCENT-R,CNY,EQTY,,,
1153,80883,CNOOC-R,CNY,EQTY,,,
1154,80941,CHINA MOBILE-R,CNY,EQTY,,,
1155,80992,LENOVO GROUP-R,CNY,EQTY,,,
1156,81024,KUAISHOU-WR,CNY,EQTY,,,
1157,81211,BYD COMPANY-R,CNY,EQTY,,,
1158,81299,AIA-R,CNY,EQTY,,,
1159,81810,XIAOMI-WR,CNY,EQTY,,,
1160,82020,ANTA SPORTS-R,CNY,EQTY,,,
1161,82318,PING AN-R,CNY,EQTY,,,
1162,82331,LI NING-R,CNY,EQTY,,,
1163,82333,GWMOTOR-R,CNY,EQTY,,,
1164,82388,BOC HONG KONG-R,CNY,EQTY,,,
1165,82800,TRACKER FUND-R,CNY,TRST,YES,,
1166,82805,CG BS CNASEAN-R,CNY,TRST,YES,,
1167,82817,PP CGBOND-R,CNY,TRST,YES,,
1168,82822,CSOP A50 ETF-R,CNY,TRST,YES,,
1169,82823,ISHARES A50-R,CNY,TRST,YES,,
1170,82824,EFUND GOLD MI-R,CNY,TRST,YES,,
1171,82828,HSCEI ETF-R,CNY,TRST,YES,,
1172,82829,ISHARESCGB-R,CNY,TRST,YES,,
1173,82830,CSOP SAUDI-R,CNY,TRST,YES,,
1174,82832,BOSERA STAR50-R,CNY,TRST,YES,,
1175,82839,CAM MSCI A50-R,CNY,TRST,YES,,
1176,82840,SPDR GOLD TRT-R,CNY,TRST,YES,,
1177,82843,AMUNDI A50-R,CNY,TRST,YES,,
1178,82846,ISHARESCSI300-R,CNY,TRST,YES,,
1179,83001,PP CNUSDPROP-R,CNY,TRST,YES,,
1180,83005,X CSOPCSI500-R,CNY,TRST,YES,,
1181,83010,ISHARES AXJ-R,CNY,TRST,YES,,
1182,83012,AMUNDI HK35-R,CNY,TRST,YES,,
1183,83031,FG HS HIGHDIV-R,CNY,TRST,YES,,
1184,83038,HS ALOWCARBON-R,CNY,TRST,YES,,
1185,83042,CAM BTC-R,CNY,TRST,YES,,
1186,83046,CAM ETH-R,CNY,TRST,YES,,
1187,83053,A CSOP HKD MM-R,CNY,TRST,YES,,
1188,83059,GX AGREENBOND-R,CNY,TRST,YES,,
1189,83069,CAM HSBIOTECH-R,CNY,TRST,YES,,
1190,83081,VALUEGOLD ETF-R,CNY,TRST,YES,,
1191,83088,CAM HS TECH-R,CNY,TRST,YES,,
1192,83102,ICBCU KS KWEB-R,CNY,TRST,YES,,
1193,83108,HGI ESGLEADER-R,CNY,TRST,YES,,
1194,83110,GX HS HIGHDIV-R,CNY,TRST,YES,,
1195,83111,EFUNDMSCIA50-R,CNY,TRST,YES,,
1196,83115,ISHARESHSI-R,CNY,TRST,YES,,
1197,83118,HGI MSCI CN A-R,CNY,TRST,YES,,
1198,83122,A CSOP RMB MM-R,CNY,TRST,YES,,
1199,83128,HS AINDTOPETF-R,CNY,TRST,YES,,
1200,83129,BOCGBACLIMATE-R,CNY,TRST,YES,,
1201,83140,CAM HKUS AI-R,CNY,TRST,YES,,
1202,83146,CAM 20 UST-R,CNY,TRST,YES,,
1203,83147,X CSOPCHINEXT-R,CNY,TRST,YES,,
1204,83151,PREMIA STAR50-R,CNY,TRST,YES,,
1205,83161,A CAM RMB MM-R,CNY,TRST,YES,,
1206,83167,ICBCCSOPCHINA-R,CNY,TRST,YES,,
1207,83168,HS RMB GOLD ETF,CNY,TRST,YES,,
1208,83188,CAM CSI300-R,CNY,TRST,YES,,
1209,83189,EFUND LIQUOR-R,CNY,TRST,YES,,
1210,83192,A BOS RMB MM-R,CNY,TRST,YES,,
1211,83196,A BOS USD MM-R,CNY,TRST,YES,,
1212,83199,ICBCCSOP CGPB-R,CNY,TRST,YES,,
1213,83403,CAM HSI ESG-R,CNY,TRST,YES,,
1214,83404,CAM MSCIINDIA-R,CNY,TRST,YES,,
1215,83416,A GX HSCEICC-R,CNY,TRST,,,
1216,83418,CAM DIGI GOLD-R,CNY,TRST,YES,,
1217,83420,A VP RMB MM-R,CNY,TRST,YES,,
1218,83428,GX CL HK-US-R,CNY,TRST,YES,,
1219,83434,EFUND DIGITAL-R,CNY,TRST,YES,,
1220,83437,BOS CSOE HIDV-R,CNY,TRST,YES,,
1221,83455,INVESCO QQQ-R,CNY,TRST,YES,,
1222,83460,CAM SOL-R,CNY,TRST,YES,,
1223,83461,A CAM RMBTMMF-R,CNY,TRST,YES,,
1224,83483,EFUND APAC HD-R,CNY,TRST,YES,,
1225,83489,EFUND AI-R,CNY,TRST,YES,,
1226,83555,AGX HSDIV ENH-R,CNY,TRST,,,
1227,83690,MEITUAN-WR,CNY,EQTY,,,
1228,86618,JD HEALTH-R,CNY,EQTY,,,
1229,87001,HUI XIAN REIT,CNY,TRST,,,
1230,89618,JD-SWR,CNY,EQTY,,,
1231,89888,BIDU-WR,CNY,EQTY,,,
1232,89988,BABA-WR,CNY,EQTY,,,
